row_idx,absa_overall_sentiment,fw_overall_sentiment,absa_overall_emotion,fw_overall_emotion,absa_triplets_n,fw_triplets_n,triplet_term_sent_precision,triplet_term_sent_recall,triplet_term_sent_f1,aspect_category_precision_soft,aspect_category_recall_soft,aspect_category_f1_soft,aspect_term_precision_soft,aspect_term_recall_soft,aspect_term_f1_soft,fw_status_code,fw_error
13,Negative,Negative,Anger,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
14,Negative,Negative,Anger,Anger,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
15,Neutral,Negative,Anger,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
16,Negative,Negative,Anger,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
17,Negative,Negative,Anger,Anger,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
18,Neutral,Negative,Anger,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
19,Neutral,Neutral,Happy,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
20,Neutral,Neutral,Happy,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
21,Neutral,Neutral,Anger,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
22,Neutral,Negative,Sadness,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
23,Negative,Neutral,Anger,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
24,Negative,Negative,Anger,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
25,Negative,Negative,Anger,Anger,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
26,Neutral,Negative,Anger,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
27,Neutral,Negative,Anger,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
28,Neutral,Positive,Happy,Happy,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
29,Neutral,Negative,Happy,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
30,Positive,Positive,Happy,Happy,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
31,Positive,Neutral,Happy,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
32,Neutral,Negative,Anger,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
33,Negative,Neutral,Anger,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
34,Neutral,Neutral,Sadness,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
35,Negative,Negative,Anger,Anger,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
36,Neutral,Neutral,Happy,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
37,Neutral,Neutral,Happy,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
38,Neutral,Negative,Anger,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
39,Neutral,Neutral,Happy,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
40,Positive,Positive,Happy,Happy,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
41,Neutral,Neutral,Happy,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
42,Neutral,Neutral,Happy,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
43,Negative,Negative,Sadness,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
44,Negative,Negative,Sadness,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
45,Neutral,Neutral,Sadness,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
46,Neutral,Negative,Anger,Anger,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
47,Neutral,Negative,Happy,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
48,Neutral,Neutral,Anger,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
49,Neutral,Neutral,Sadness,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
50,Negative,Negative,Anger,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
51,Positive,Positive,Happy,Happy,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
52,Negative,Negative,Anger,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
53,Negative,Negative,Anger,Anger,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
54,Neutral,Negative,Happy,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
55,Positive,Positive,Happy,Happy,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
56,Neutral,Neutral,Anger,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
57,Neutral,Neutral,Happy,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
58,Positive,Positive,Happy,Happy,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
59,Neutral,Negative,Sadness,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
60,Positive,Neutral,Happy,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
61,Positive,Neutral,Happy,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
62,Neutral,Neutral,Happy,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
63,Positive,Negative,Happy,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
64,Positive,Negative,Happy,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
65,Neutral,Neutral,Happy,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
66,Negative,Negative,Anger,Anger,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
67,Neutral,Negative,Happy,Anger,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
68,Neutral,Negative,Anger,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
69,Neutral,Negative,Sadness,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
70,Neutral,Negative,Anger,Anger,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
71,Neutral,Neutral,Sadness,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
72,Positive,Positive,Happy,Happy,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
73,Positive,Positive,Happy,Happy,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
74,Positive,Neutral,Happy,Happy,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
75,Neutral,Positive,Happy,Happy,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
76,Negative,Negative,Sadness,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
77,Positive,Positive,Happy,Happy,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
78,Negative,Neutral,Sadness,Sadness,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
79,Negative,Negative,Anger,Sadness,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
80,Positive,Neutral,Happy,Happy,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
81,Negative,Negative,Anger,Anger,3,3,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,200,
82,Negative,Negative,Anger,Sadness,3,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,200,
83,Negative,Negative,Anger,Anger,3,3,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,200,
84,Positive,Positive,Happy,Happy,3,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,200,
85,Positive,Positive,Happy,Happy,3,3,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,200,
86,Negative,Negative,Anger,Sadness,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
87,Positive,Neutral,Happy,Sadness,3,3,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,200,
88,Negative,Negative,Anger,Sadness,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
89,Negative,Positive,Anger,Happy,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
90,Positive,Neutral,Happy,Sadness,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
91,Positive,Positive,Happy,Happy,3,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,200,
92,Positive,Negative,Happy,Anger,3,3,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,200,
93,Positive,Positive,Happy,Happy,3,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,200,
94,Positive,Neutral,Happy,Sadness,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
95,Positive,Positive,Love,Happy,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
96,Negative,Negative,Anger,Anger,3,3,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,200,
97,Neutral,Neutral,Happy,Sadness,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
98,Negative,Neutral,Anger,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
99,Neutral,Positive,Happy,Happy,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
100,Negative,Negative,Sadness,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
101,Negative,Negative,Anger,Anger,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
102,Negative,Negative,Sadness,Sadness,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
103,Negative,Negative,Anger,Anger,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
104,Neutral,Neutral,Happy,Sadness,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
105,Negative,Negative,Anger,Anger,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
106,Neutral,Negative,Sadness,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
107,Negative,Negative,Anger,Sadness,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
108,Neutral,Negative,Sadness,Sadness,2,2,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,200,
109,Negative,Neutral,Anger,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
110,Negative,Negative,Sadness,Sadness,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
111,Negative,Negative,Anger,Sadness,2,2,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,200,
112,Negative,Negative,Sadness,Sadness,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
113,Negative,Negative,Anger,Sadness,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
114,Negative,Negative,Anger,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
115,Negative,Negative,Anger,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
116,Positive,Neutral,Happy,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
117,Positive,Positive,Happy,Happy,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
118,Negative,Negative,Anger,Anger,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
119,Neutral,Negative,Sadness,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
120,Neutral,Negative,Anger,Anger,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
121,Negative,Negative,Anger,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
122,Neutral,Neutral,Happy,Sadness,2,2,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,200,
123,Negative,Negative,Anger,Anger,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
124,Negative,Neutral,Anger,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
125,Neutral,Negative,Happy,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
126,Negative,Neutral,Anger,Sadness,2,2,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,200,
127,Neutral,Negative,Anger,Anger,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
128,Negative,Negative,Sadness,Sadness,2,2,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,200,
129,Negative,Negative,Anger,Anger,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
130,Negative,Negative,Anger,Sadness,2,2,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,200,
131,Positive,Positive,Happy,Happy,2,2,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,200,
132,Neutral,Neutral,Happy,Sadness,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
133,Negative,Negative,Anger,Sadness,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
134,Positive,Negative,Happy,Sadness,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
135,Negative,Neutral,Anger,Sadness,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
136,Positive,Neutral,Happy,Sadness,2,2,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,200,
137,Negative,Negative,Anger,Anger,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
138,Negative,Negative,Anger,Anger,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
139,Positive,Positive,Happy,Happy,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
140,Negative,Negative,Sadness,Sadness,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
141,Positive,Neutral,Happy,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
142,Neutral,Neutral,Sadness,Sadness,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
143,Neutral,Neutral,Anger,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
144,Neutral,Negative,Sadness,Sadness,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
145,Positive,Neutral,Happy,Sadness,2,2,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,200,
146,Neutral,Negative,Anger,Anger,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
147,Neutral,Neutral,Sadness,Sadness,2,2,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,200,
148,Negative,Neutral,Anger,Sadness,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
149,Neutral,Positive,Happy,Happy,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
150,Positive,Neutral,Happy,Sadness,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
151,Negative,Negative,Anger,Anger,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
152,Negative,Negative,Anger,Sadness,2,2,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,200,
153,Negative,Negative,Sadness,Sadness,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
154,Negative,Neutral,Anger,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
155,Negative,Negative,Sadness,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
156,Neutral,Negative,Happy,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
157,Negative,Negative,Anger,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
158,Negative,Negative,Anger,Sadness,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
159,Neutral,Negative,Anger,Sadness,2,2,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,200,
160,Negative,Negative,Anger,Anger,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
161,Neutral,Negative,Anger,Anger,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
162,Positive,Positive,Happy,Happy,2,2,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,200,
163,Positive,Negative,Happy,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
164,Neutral,Negative,Anger,Anger,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
165,Neutral,Neutral,Sadness,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
166,Positive,Neutral,Happy,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
167,Neutral,Negative,Sadness,Sadness,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
168,Positive,Negative,Happy,Anger,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
169,Negative,Negative,Anger,Anger,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
170,Neutral,Neutral,Happy,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
171,Neutral,Negative,Anger,Anger,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
172,Positive,Positive,Happy,Happy,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
173,Neutral,Negative,Happy,Sadness,2,2,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,200,
174,Neutral,Negative,Anger,Anger,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
175,Negative,Negative,Sadness,Sadness,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
176,Positive,Positive,Happy,Happy,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
177,Negative,Negative,Sadness,Sadness,2,2,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,200,
178,Neutral,Negative,Anger,Anger,2,2,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,200,
179,Positive,Positive,Happy,Happy,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
180,Negative,Negative,Anger,Anger,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
181,Neutral,Neutral,Sadness,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
182,Positive,Positive,Happy,Happy,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
183,Positive,Positive,Happy,Happy,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
184,Positive,Positive,Happy,Happy,2,2,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,200,
185,Negative,Negative,Anger,Sadness,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
186,Negative,Negative,Anger,Sadness,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
187,Neutral,Negative,Sadness,Sadness,2,2,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,200,
188,Negative,Negative,Anger,Sadness,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
189,Negative,Negative,Anger,Anger,2,2,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,200,
190,Negative,Negative,Anger,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
191,Positive,Positive,Happy,Happy,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
192,Positive,Neutral,Happy,Sadness,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
193,Negative,Negative,Anger,Anger,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
194,Negative,Neutral,Sadness,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
195,Negative,Neutral,Sadness,Sadness,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
196,Negative,Negative,Sadness,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
197,Neutral,Neutral,Happy,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
198,Positive,Positive,Happy,Happy,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
199,Neutral,Negative,Sadness,Sadness,2,2,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,200,
200,Neutral,Negative,Anger,Sadness,2,2,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,200,
201,Neutral,Negative,Happy,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
202,Negative,Negative,Anger,Anger,2,2,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,200,
203,Neutral,Negative,Anger,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
204,Neutral,Negative,Anger,Anger,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
205,Positive,Neutral,Happy,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
206,Positive,Neutral,Happy,Sadness,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
207,Positive,Positive,Happy,Happy,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
208,Neutral,Positive,Sadness,Happy,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
209,Negative,Negative,Anger,Anger,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
210,Positive,Positive,Happy,Happy,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
211,Neutral,Negative,Sadness,Sadness,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
212,Positive,Neutral,Happy,Sadness,2,2,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,200,
213,Neutral,Neutral,Happy,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
214,Neutral,Positive,Happy,Happy,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
